Date,Open,High,Low,Close,Adj Close,Volume
2020-06-11,55.849998,56.410000,55.009998,55.040001,53.919445,9877100
2020-06-12,56.500000,56.869999,55.349998,56.000000,54.859898,9838800
2020-06-15,54.709999,56.119999,54.520000,56.020000,54.879490,7509700
2020-06-16,56.590000,57.000000,55.540001,55.799999,54.663967,8827200
2020-06-17,56.150002,56.820000,55.889999,56.599998,55.447681,8248700
2020-06-18,56.040001,56.540001,55.790001,56.150002,55.418076,6831500
2020-06-19,56.480000,56.500000,55.270000,55.310001,54.589027,6965100
2020-06-22,55.500000,56.000000,55.320000,56.000000,55.270027,4480400
2020-06-23,56.639999,57.160000,56.529999,56.759998,56.020123,7836500
2020-06-24,56.709999,57.060001,56.160000,56.580002,55.842468,7080200
2020-06-25,56.560001,57.090000,55.950001,57.040001,56.296474,4509600
2020-06-26,57.000000,57.259998,56.209999,56.330002,55.595730,6229300
2020-06-29,56.340000,56.410000,55.660000,56.389999,55.654945,5016600
2020-06-30,56.250000,56.990002,56.189999,56.770000,56.029991,7158700
2020-07-01,56.970001,57.470001,56.759998,56.820000,56.079338,6866500
2020-07-02,57.950001,59.070000,57.950001,58.619999,57.855873,10021200
2020-07-06,60.669998,62.130001,60.560001,61.880001,61.073387,12725600
2020-07-07,61.259998,61.500000,60.680000,60.709999,59.918633,6672300
2020-07-08,61.639999,62.740002,61.500000,62.590000,61.774132,8721900
2020-07-09,62.950001,64.970001,62.889999,64.779999,63.935577,16903300
